year,team,is_top_3,historical_top_3_finishes,matches_played,avg_scored,avg_conceded,win_percentage
1966,Bulgaria,0,0,28.0,1.2857142857142858,1.3214285714285714,0.39285714285714285
1966,Italy,0,1,27.0,2.0,0.7037037037037037,0.5925925925925926
1966,Mexico,0,0,27.0,2.2222222222222223,0.5925925925925926,0.6666666666666666
1966,Portugal,1,0,21.0,1.3333333333333333,1.380952380952381,0.42857142857142855
1970,Mexico,0,0,72.0,1.3333333333333333,1.0416666666666667,0.3888888888888889
1970,Bulgaria,0,0,35.0,1.4857142857142858,1.457142857142857,0.37142857142857144
1970,England,0,0,50.0,1.94,0.6,0.68
1970,Israel,0,0,27.0,2.037037037037037,1.4814814814814814,0.37037037037037035
1970,Belgium,0,0,25.0,1.76,1.32,0.52
1970,Brazil,1,3,56.0,2.3035714285714284,1.0535714285714286,0.6785714285714286
1970,Germany,1,2,44.0,2.0681818181818183,0.7045454545454546,0.6136363636363636
1970,Italy,1,1,30.0,2.033333333333333,0.6666666666666666,0.6
1970,Czechoslovakia,0,1,28.0,1.6785714285714286,0.9642857142857143,0.5714285714285714
1970,Morocco,0,0,23.0,1.0434782608695652,1.173913043478261,0.391304347826087
1970,El Salvador,0,0,26.0,1.3461538461538463,1.3461538461538463,0.5
1970,Sweden,0,1,40.0,1.825,1.25,0.525
1970,Russia,0,0,56.0,1.6785714285714286,0.9285714285714286,0.5357142857142857
1974,Brazil,0,4,44.0,1.9090909090909092,0.7045454545454546,0.7045454545454546
1974,DR Congo,0,0,36.0,2.0833333333333335,0.9722222222222222,0.5833333333333334
1974,German DR,0,0,40.0,1.9,0.675,0.65
1974,Germany,1,3,45.0,2.1777777777777776,0.8222222222222222,0.6888888888888889
1974,Italy,0,2,34.0,1.7058823529411764,0.7941176470588235,0.5294117647058824
1974,Poland,1,0,39.0,1.794871794871795,0.8717948717948718,0.5641025641025641
1974,Sweden,0,1,38.0,1.5,0.9473684210526315,0.5263157894736842
1974,Uruguay,0,1,36.0,1.0,0.9444444444444444,0.3611111111111111
1974,Chile,0,0,36.0,1.6388888888888888,1.6111111111111112,0.4166666666666667
1974,Scotland,0,0,36.0,0.8611111111111112,0.9722222222222222,0.3611111111111111
1974,Yugoslavia,0,0,40.0,1.6,1.1,0.4
1974,Argentina,0,0,41.0,1.6341463414634145,1.2926829268292683,0.4634146341463415
1974,Bulgaria,0,0,47.0,1.9361702127659575,1.4042553191489362,0.425531914893617
1974,Haiti,0,0,42.0,1.880952380952381,0.9523809523809523,0.47619047619047616
1974,Netherlands,1,0,24.0,2.75,0.6666666666666666,0.625
1974,Australia,0,0,29.0,2.1724137931034484,1.0344827586206897,0.5517241379310345
1978,Germany,0,4,44.0,1.9545454545454546,0.75,0.6363636363636364
1978,Argentina,1,0,51.0,1.9607843137254901,1.1372549019607843,0.5294117647058824
1978,France,0,0,31.0,1.4516129032258065,0.8064516129032258,0.45161290322580644
1978,Mexico,0,0,31.0,1.967741935483871,0.9032258064516129,0.5161290322580645
1978,Austria,0,0,33.0,1.4242424242424243,0.7878787878787878,0.48484848484848486
1978,Brazil,1,4,51.0,1.803921568627451,0.47058823529411764,0.6666666666666666
1978,Iran,0,0,38.0,1.6842105263157894,0.6052631578947368,0.5789473684210527
1978,Peru,0,0,35.0,1.3714285714285714,1.2,0.42857142857142855
1978,Hungary,0,1,44.0,1.7954545454545454,1.2954545454545454,0.5227272727272727
1978,Poland,0,0,51.0,2.1372549019607843,1.1568627450980393,0.5882352941176471
1978,Netherlands,1,0,35.0,2.057142857142857,0.7428571428571429,0.6857142857142857
1978,Spain,0,0,22.0,1.2727272727272727,0.6818181818181818,0.5454545454545454
1978,Italy,0,2,36.0,1.8055555555555556,0.9722222222222222,0.4722222222222222
1982,Argentina,0,1,42.0,1.7857142857142858,0.9761904761904762,0.5238095238095238
1982,Brazil,0,5,50.0,2.14,0.68,0.66
1982,Italy,1,2,42.0,1.2142857142857142,0.9047619047619048,0.47619047619047616
1982,Hungary,0,1,40.0,1.55,1.5,0.4
1982,Peru,0,0,38.0,1.0789473684210527,1.3421052631578947,0.34210526315789475
1982,Scotland,0,0,41.0,1.1219512195121952,1.2682926829268293,0.36585365853658536
1982,England,0,0,45.0,1.7333333333333334,0.8222222222222222,0.6
1982,Germany,1,4,49.0,2.3469387755102042,0.8979591836734694,0.6530612244897959
1982,Spain,0,0,44.0,1.25,0.9545454545454546,0.38636363636363635
1982,Chile,0,0,32.0,1.21875,0.71875,0.4375
1982,Czechoslovakia,0,1,49.0,1.5714285714285714,1.0612244897959184,0.3877551020408163
1982,Yugoslavia,0,0,24.0,2.375,1.0,0.7083333333333334
1982,Belgium,0,0,32.0,1.4375,0.84375,0.53125
1982,Poland,1,0,53.0,1.679245283018868,0.9245283018867925,0.5471698113207547
1982,Russia,0,0,45.0,2.2,0.7111111111111111,0.7111111111111111
1982,Algeria,0,0,46.0,1.5217391304347827,0.9565217391304348,0.5
1982,France,0,0,34.0,2.0588235294117645,1.0,0.5882352941176471
1982,Honduras,0,0,27.0,1.4074074074074074,0.7407407407407407,0.48148148148148145
1982,Austria,0,0,37.0,1.5675675675675675,1.1081081081081081,0.5405405405405406
1986,Bulgaria,0,0,46.0,1.5434782608695652,1.2608695652173914,0.34782608695652173
1986,Canada,0,0,36.0,0.8611111111111112,1.3611111111111112,0.3333333333333333
1986,Spain,0,0,42.0,1.6428571428571428,0.7857142857142857,0.5238095238095238
1986,Argentina,1,1,44.0,1.1363636363636365,0.8863636363636364,0.3409090909090909
1986,Morocco,0,0,35.0,1.0857142857142856,0.7428571428571429,0.34285714285714286
1986,Russia,0,0,44.0,1.5227272727272727,0.7727272727272727,0.5454545454545454
1986,Algeria,0,0,54.0,1.5185185185185186,1.1666666666666667,0.42592592592592593
1986,Mexico,0,0,49.0,1.510204081632653,0.8367346938775511,0.5306122448979592
1986,Portugal,0,0,33.0,1.303030303030303,1.4848484848484849,0.45454545454545453
1986,Paraguay,0,0,39.0,1.3076923076923077,0.9743589743589743,0.38461538461538464
1986,Scotland,0,0,39.0,1.3846153846153846,1.0,0.4358974358974359
1986,Uruguay,0,1,47.0,1.446808510638298,0.851063829787234,0.48936170212765956
1986,France,1,0,41.0,1.829268292682927,0.8048780487804879,0.6097560975609756
1986,Italy,0,3,40.0,1.25,0.925,0.4
1986,South Korea,0,0,57.0,1.912280701754386,0.7368421052631579,0.543859649122807
1986,Brazil,0,5,46.0,1.826086956521739,0.8913043478260869,0.5217391304347826
1986,England,0,0,55.0,1.8,0.4909090909090909,0.5818181818181818
1986,Hungary,0,1,42.0,2.0238095238095237,1.119047619047619,0.5238095238095238
1986,Northern Ireland,0,0,36.0,0.8611111111111112,0.9444444444444444,0.3611111111111111
1986,Poland,0,1,47.0,1.2340425531914894,1.1063829787234043,0.3617021276595745
1986,Denmark,0,0,42.0,1.5714285714285714,1.1428571428571428,0.47619047619047616
1986,Germany,1,5,52.0,1.7115384615384615,1.0576923076923077,0.5384615384615384
1986,Iraq,0,0,40.0,1.675,0.925,0.55
1990,Argentina,1,2,39.0,0.9743589743589743,1.0769230769230769,0.3076923076923077
1990,Italy,1,3,44.0,1.4090909090909092,0.5454545454545454,0.5681818181818182
1990,Russia,0,0,56.0,1.4107142857142858,0.8571428571428571,0.4642857142857143
1990,United Arab Emirates,0,0,59.0,1.305084745762712,1.0847457627118644,0.423728813559322
1990,Brazil,0,5,55.0,1.8727272727272728,0.7090909090909091,0.6363636363636364
1990,Germany,1,6,45.0,1.4444444444444444,0.8,0.5111111111111111
1990,United States,0,0,39.0,1.0769230769230769,1.0512820512820513,0.41025641025641024
1990,Costa Rica,0,0,24.0,1.125,1.125,0.4166666666666667
1990,England,0,0,49.0,1.5918367346938775,0.6326530612244898,0.5306122448979592
1990,Belgium,0,0,38.0,1.631578947368421,1.2105263157894737,0.39473684210526316
1990,Netherlands,0,1,38.0,1.5,0.631578947368421,0.5263157894736842
1990,Uruguay,0,1,46.0,1.391304347826087,0.9130434782608695,0.45652173913043476
1990,Cameroon,0,0,49.0,1.4285714285714286,0.7959183673469388,0.5918367346938775
1990,Yugoslavia,0,0,35.0,1.6285714285714286,1.0285714285714285,0.4857142857142857
1990,Austria,0,0,38.0,1.368421052631579,1.4473684210526316,0.3684210526315789
1990,Sweden,0,1,42.0,1.619047619047619,0.8095238095238095,0.5476190476190477
1990,Ireland,0,0,37.0,1.2702702702702702,0.43243243243243246,0.5405405405405406
1990,South Korea,0,0,56.0,1.8214285714285714,0.7321428571428571,0.5535714285714286
1990,Czechoslovakia,0,1,41.0,1.3170731707317074,0.8536585365853658,0.5121951219512195
1990,Spain,0,0,43.0,1.8372093023255813,0.9534883720930233,0.5581395348837209
1994,Germany,0,7,50.0,1.9,0.98,0.6
1994,Spain,0,0,40.0,1.8,0.95,0.5
1994,Colombia,0,0,53.0,1.150943396226415,0.7547169811320755,0.39622641509433965
1994,Italy,1,4,43.0,1.5348837209302326,0.5348837209302325,0.5813953488372093
1994,United States,0,0,109.0,1.238532110091743,1.201834862385321,0.3302752293577982
1994,Belgium,0,0,32.0,1.34375,0.90625,0.4375
1994,Cameroon,0,0,69.0,1.1014492753623188,0.855072463768116,0.391304347826087
1994,Norway,0,0,45.0,1.8444444444444446,0.8222222222222222,0.4666666666666667
1994,Brazil,1,5,57.0,1.7894736842105263,0.9122807017543859,0.5087719298245614
1994,Netherlands,0,1,42.0,1.880952380952381,0.8809523809523809,0.47619047619047616
1994,Argentina,0,3,55.0,1.3818181818181818,0.8727272727272727,0.4727272727272727
1994,Nigeria,0,0,53.0,1.6603773584905661,0.7358490566037735,0.5283018867924528
1994,Romania,0,0,50.0,1.72,1.0,0.54
1994,South Korea,0,0,61.0,1.6229508196721312,0.7049180327868853,0.47540983606557374
1994,Mexico,0,0,73.0,1.8904109589041096,0.9452054794520548,0.4657534246575342
1994,Sweden,1,1,51.0,1.803921568627451,1.1176470588235294,0.47058823529411764
1994,Saudi Arabia,0,0,49.0,1.816326530612245,0.8775510204081632,0.5306122448979592
1994,Bulgaria,0,0,34.0,1.5,1.2352941176470589,0.35294117647058826
1994,Switzerland,0,0,40.0,2.1,0.9,0.6
1994,Bolivia,0,0,40.0,1.075,1.25,0.225
1994,Ireland,0,0,45.0,1.4444444444444444,0.7111111111111111,0.4888888888888889
1994,Russia,0,0,62.0,1.5161290322580645,0.967741935483871,0.46774193548387094
1994,Morocco,0,0,40.0,1.45,0.675,0.5
1994,Greece,0,0,37.0,1.3243243243243243,1.0,0.43243243243243246
1998,Brazil,1,6,73.0,2.4657534246575343,0.684931506849315,0.7671232876712328
1998,Morocco,0,0,49.0,1.7551020408163265,0.7551020408163265,0.5306122448979592
1998,Cameroon,0,0,59.0,1.1694915254237288,1.3220338983050848,0.3389830508474576
1998,Italy,0,5,47.0,1.5106382978723405,0.723404255319149,0.574468085106383
1998,France,1,1,44.0,1.6818181818181819,0.5227272727272727,0.5909090909090909
1998,Paraguay,0,0,46.0,1.3043478260869565,1.0,0.45652173913043476
1998,Saudi Arabia,0,0,92.0,1.5108695652173914,1.184782608695652,0.5
1998,South Korea,0,0,84.0,1.880952380952381,1.130952380952381,0.47619047619047616
1998,Netherlands,0,1,45.0,2.066666666666667,0.7555555555555555,0.5777777777777777
1998,Spain,0,0,43.0,1.9534883720930232,0.6976744186046512,0.5813953488372093
1998,Argentina,0,3,57.0,1.7017543859649122,0.8771929824561403,0.5263157894736842
1998,Jamaica,0,0,86.0,1.5116279069767442,0.9302325581395349,0.47674418604651164
1998,Serbia,0,0,36.0,2.0833333333333335,0.7777777777777778,0.5833333333333334
1998,England,0,0,44.0,1.4545454545454546,0.4772727272727273,0.5454545454545454
1998,Germany,0,7,58.0,2.0344827586206895,0.7241379310344828,0.6896551724137931
1998,Romania,0,0,47.0,1.9787234042553192,0.8936170212765957,0.5531914893617021
1998,Scotland,0,0,39.0,1.205128205128205,0.717948717948718,0.48717948717948717
1998,Chile,0,0,54.0,1.6851851851851851,1.3148148148148149,0.4444444444444444
1998,South Africa,0,0,46.0,1.2826086956521738,1.0,0.43478260869565216
1998,Nigeria,0,0,41.0,1.2682926829268293,1.0975609756097562,0.3902439024390244
1998,Belgium,0,0,37.0,1.5135135135135136,1.2162162162162162,0.43243243243243246
1998,Japan,0,0,74.0,2.189189189189189,1.2972972972972974,0.47297297297297297
1998,United States,0,0,86.0,1.3255813953488371,1.0465116279069768,0.3953488372093023
1998,Colombia,0,0,67.0,1.2686567164179106,1.0,0.417910447761194
2002,France,0,2,64.0,1.9375,0.75,0.65625
2002,Germany,1,7,59.0,2.1186440677966103,1.1355932203389831,0.5423728813559322
2002,Ireland,0,0,40.0,1.675,0.8,0.525
2002,Uruguay,0,1,46.0,1.2608695652173914,1.1304347826086956,0.391304347826087
2002,Argentina,0,3,51.0,1.9019607843137254,0.803921568627451,0.6470588235294118
2002,England,0,0,50.0,1.54,0.82,0.42
2002,Paraguay,0,0,63.0,1.3015873015873016,1.2380952380952381,0.36507936507936506
2002,Spain,0,0,46.0,2.4565217391304346,0.8913043478260869,0.6086956521739131
2002,Brazil,1,7,78.0,2.1666666666666665,0.8589743589743589,0.5897435897435898
2002,Croatia,0,0,48.0,1.5416666666666667,0.8958333333333334,0.4583333333333333
2002,Italy,0,5,47.0,1.425531914893617,0.6595744680851063,0.5531914893617021
2002,China,0,0,60.0,2.2333333333333334,0.8333333333333334,0.5333333333333333
2002,Japan,0,0,64.0,1.5625,0.984375,0.421875
2002,South Korea,0,0,84.0,1.3928571428571428,1.0,0.4166666666666667
2002,Russia,0,0,43.0,1.4883720930232558,1.0465116279069768,0.46511627906976744
2002,United States,0,0,74.0,1.4324324324324325,0.7972972972972973,0.4864864864864865
2002,Cameroon,0,0,56.0,1.4464285714285714,0.6607142857142857,0.5357142857142857
2002,Denmark,0,0,50.0,1.46,1.04,0.46
2002,Sweden,0,2,54.0,1.2592592592592593,0.6296296296296297,0.48148148148148145
2002,South Africa,0,0,74.0,1.1891891891891893,0.9324324324324325,0.44594594594594594
2002,Costa Rica,0,0,59.0,1.8983050847457628,1.1694915254237288,0.4745762711864407
2002,Mexico,0,0,98.0,1.653061224489796,1.1122448979591837,0.5
2002,Portugal,0,0,43.0,2.5348837209302326,0.8372093023255814,0.6511627906976745
2002,Tunisia,0,0,64.0,1.640625,0.984375,0.4375
2002,Saudi Arabia,0,0,89.0,1.8314606741573034,1.0337078651685394,0.5617977528089888
2002,Senegal,0,0,60.0,1.3333333333333333,0.7666666666666667,0.45
2002,Nigeria,0,0,54.0,1.5,1.037037037037037,0.5370370370370371
2002,Slovenia,0,0,49.0,1.4081632653061225,1.2653061224489797,0.3877551020408163
2002,Ecuador,0,0,51.0,1.1568627450980393,1.0980392156862746,0.39215686274509803
2002,Turkey,1,0,39.0,1.205128205128205,1.0769230769230769,0.38461538461538464
2002,Belgium,0,0,50.0,1.54,1.0,0.4
2002,Poland,0,1,48.0,1.4375,1.0833333333333333,0.4791666666666667
2006,Germany,1,8,64.0,2.21875,1.1875,0.53125
2006,Poland,0,1,60.0,1.8666666666666667,1.1166666666666667,0.5833333333333334
2006,Argentina,0,3,57.0,1.8070175438596492,1.0526315789473684,0.5789473684210527
2006,England,0,0,51.0,1.803921568627451,1.0,0.5686274509803921
2006,Trinidad and Tobago,0,0,75.0,1.3733333333333333,1.28,0.44
2006,Angola,0,0,48.0,1.2708333333333333,1.0416666666666667,0.3958333333333333
2006,Mexico,0,0,78.0,1.8205128205128205,0.7692307692307693,0.5769230769230769
2006,Serbia,0,0,44.0,1.2045454545454546,1.1136363636363635,0.3409090909090909
2006,Australia,0,0,34.0,2.8529411764705883,0.9411764705882353,0.6470588235294118
2006,Italy,1,5,52.0,1.5384615384615385,0.7884615384615384,0.5384615384615384
2006,United States,0,0,79.0,1.759493670886076,0.7088607594936709,0.6075949367088608
2006,Brazil,0,8,69.0,2.217391304347826,0.782608695652174,0.6086956521739131
2006,France,1,2,56.0,1.9285714285714286,0.5357142857142857,0.625
2006,South Korea,0,0,83.0,1.5060240963855422,0.7469879518072289,0.43373493975903615
2006,Spain,0,0,51.0,1.9607843137254901,0.5686274509803921,0.6078431372549019
2006,Tunisia,0,0,59.0,1.3220338983050848,0.9152542372881356,0.4406779661016949
2006,Ecuador,0,0,63.0,1.0952380952380953,1.2857142857142858,0.36507936507936506
2006,Sweden,0,2,60.0,1.8666666666666667,1.0333333333333334,0.38333333333333336
2006,Netherlands,0,1,48.0,1.8541666666666667,0.6041666666666666,0.6041666666666666
2006,Czech Republic,0,0,49.0,2.3877551020408165,0.8163265306122449,0.7142857142857143
2006,Portugal,0,0,53.0,2.1132075471698113,0.8490566037735849,0.5660377358490566
2006,Japan,0,0,78.0,1.5897435897435896,0.9487179487179487,0.5128205128205128
2006,Saudi Arabia,0,0,80.0,1.5875,1.025,0.4875
2006,Togo,0,0,36.0,1.1944444444444444,1.1111111111111112,0.4444444444444444
2006,Costa Rica,0,0,74.0,1.4054054054054055,1.364864864864865,0.40540540540540543
2006,Paraguay,0,0,55.0,1.1636363636363636,1.1636363636363636,0.36363636363636365
2006,Iran,0,0,53.0,2.2452830188679247,0.9056603773584906,0.6415094339622641
2006,Ivory Coast,0,0,40.0,1.65,0.975,0.5
2006,Croatia,0,0,51.0,1.5098039215686274,0.8823529411764706,0.49019607843137253
2006,Ghana,0,0,45.0,1.2666666666666666,0.9777777777777777,0.3333333333333333
2006,Switzerland,0,0,42.0,1.5476190476190477,1.2142857142857142,0.40476190476190477
2006,Ukraine,0,0,42.0,1.0714285714285714,0.9047619047619048,0.35714285714285715
2010,South Africa,0,0,76.0,1.0789473684210527,0.7894736842105263,0.42105263157894735
2010,Uruguay,0,1,49.0,1.5918367346938775,1.0408163265306123,0.4489795918367347
2010,Argentina,0,3,56.0,1.7678571428571428,1.0,0.5892857142857143
2010,England,0,0,50.0,2.2,0.72,0.66
2010,South Korea,0,0,69.0,1.391304347826087,0.782608695652174,0.4782608695652174
2010,Algeria,0,0,40.0,1.075,1.15,0.45
2010,Germany,1,9,60.0,2.45,0.8,0.6833333333333333
2010,Serbia,0,0,48.0,1.6041666666666667,1.0208333333333333,0.4791666666666667
2010,Italy,0,6,55.0,1.5272727272727273,0.8363636363636363,0.5454545454545454
2010,Japan,0,0,77.0,1.7662337662337662,0.8701298701298701,0.5194805194805194
2010,Netherlands,1,1,54.0,1.7222222222222223,0.6111111111111112,0.6666666666666666
2010,Brazil,0,8,59.0,2.0508474576271185,0.6440677966101694,0.711864406779661
2010,Ivory Coast,0,0,61.0,1.8688524590163935,0.9344262295081968,0.5081967213114754
2010,New Zealand,0,0,30.0,1.1666666666666667,1.7,0.36666666666666664
2010,Honduras,0,0,64.0,1.734375,0.953125,0.59375
2010,Spain,1,0,60.0,2.1666666666666665,0.6333333333333333,0.8333333333333334
2010,France,0,3,58.0,1.4310344827586208,0.7241379310344828,0.5689655172413793
2010,Greece,0,0,47.0,1.446808510638298,1.0638297872340425,0.48936170212765956
2010,Slovenia,0,0,39.0,1.2307692307692308,1.1538461538461537,0.38461538461538464
2010,Cameroon,0,0,46.0,1.7391304347826086,0.8913043478260869,0.5434782608695652
2010,Ghana,0,0,61.0,1.3934426229508197,1.0491803278688525,0.4918032786885246
2010,Slovakia,0,0,44.0,1.8636363636363635,1.5,0.4090909090909091
2010,Chile,0,0,64.0,1.359375,1.0625,0.53125
2010,Portugal,0,0,54.0,1.6851851851851851,0.7962962962962963,0.5555555555555556
2010,Mexico,0,0,82.0,1.7682926829268293,0.9512195121951219,0.573170731707317
2010,Nigeria,0,0,49.0,1.2653061224489797,0.6326530612244898,0.5510204081632653
2010,Australia,0,0,51.0,1.3725490196078431,0.7647058823529411,0.5098039215686274
2010,United States,0,0,73.0,1.7671232876712328,1.1917808219178083,0.5616438356164384
2010,Denmark,0,0,43.0,1.4883720930232558,0.9534883720930233,0.46511627906976744
2010,Paraguay,0,0,56.0,1.0178571428571428,1.0892857142857142,0.32142857142857145
2010,North Korea,0,0,55.0,1.6,0.7454545454545455,0.38181818181818183
2010,Switzerland,0,0,46.0,1.5217391304347827,1.0217391304347827,0.4782608695652174
2014,Brazil,0,8,61.0,2.278688524590164,0.7049180327868853,0.6721311475409836
2014,Chile,0,0,59.0,1.6610169491525424,1.1016949152542372,0.5254237288135594
2014,Mexico,0,0,78.0,1.7179487179487178,0.8846153846153846,0.5512820512820513
2014,Spain,0,0,64.0,2.234375,0.671875,0.765625
2014,Colombia,0,0,42.0,1.3571428571428572,0.6666666666666666,0.5
2014,England,0,0,48.0,1.9166666666666667,0.875,0.5833333333333334
2014,Ivory Coast,0,0,53.0,1.9245283018867925,0.9433962264150944,0.6037735849056604
2014,Uruguay,0,1,58.0,1.8793103448275863,1.1379310344827587,0.5
2014,Argentina,1,3,59.0,2.0,0.9322033898305084,0.6101694915254238
2014,France,0,3,54.0,1.4259259259259258,0.7777777777777778,0.5
2014,Switzerland,0,0,41.0,1.3414634146341464,0.9512195121951219,0.4634146341463415
2014,Germany,1,10,58.0,2.4827586206896552,1.103448275862069,0.6724137931034483
2014,Ghana,0,0,64.0,1.46875,0.859375,0.5
2014,Iran,0,0,56.0,1.8392857142857142,0.6607142857142857,0.6071428571428571
2014,Belgium,0,0,41.0,1.7073170731707317,1.048780487804878,0.4878048780487805
2014,Russia,0,0,44.0,1.5,0.5909090909090909,0.5227272727272727
