date,home_team,away_team,tournament,neutral,result,home_ranking,away_ranking,ranking_diff,home_elo,away_elo,elo_diff,home_squad_age,away_squad_age,home_market_value,away_market_value,market_value_ratio,home_form_win_rate,home_form_pts_rate,home_form_gf,home_form_ga,home_form_gd,away_form_win_rate,away_form_pts_rate,away_form_gf,away_form_ga,away_form_gd,h2h_matches,h2h_home_wins,h2h_away_wins,h2h_draws,home_days_rest,away_days_rest,is_world_cup
2019-09-05,Dominica,Suriname,CONCACAF Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.5333333333333333,8,7,1,0.4,0.4666666666666667,10,6,4,5,0,4,1,166,166,0
2019-09-05,Gibraltar,Denmark,UEFA Euro qualification,0,AWAY,,,,,,,,27.2,,353000000.0,0.0,0.0,0.0,0,11,-11,0.2,0.4666666666666667,11,7,4,0,0,0,0,87,87,0
2019-09-05,Republic of Ireland,Switzerland,UEFA Euro qualification,0,DRAW,,19.0,,,1889.0,,27.48,27.5,,251000000.0,,0.6,0.7333333333333333,5,1,4,0.4,0.5333333333333333,11,8,3,10,4,3,3,87,88,0
2019-09-05,Norway,Malta,UEFA Euro qualification,0,HOME,44.0,,56.0,1912.0,,412.0,26.0,,502900000.0,,,0.4,0.5333333333333333,10,7,3,0.2,0.26666666666666666,3,11,-8,10,8,0,2,87,87,0
2019-09-05,Romania,Spain,UEFA Euro qualification,0,AWAY,,2.0,-98.0,,2165.0,-665.0,,27.2,,1150000000.0,0.0,0.6,0.6666666666666666,12,5,7,1.0,1.0,12,2,10,10,3,3,4,87,87,0
2019-09-05,Israel,North Macedonia,UEFA Euro qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,10,10,0,0.4,0.4666666666666667,9,7,2,5,4,1,0,87,87,0
2019-09-05,Armenia,Italy,UEFA Euro qualification,0,AWAY,,,,,,,,27.9,,323000000.0,0.0,0.4,0.4666666666666667,9,8,1,1.0,1.0,14,1,13,2,0,1,1,86,86,0
2019-09-05,Bosnia and Herzegovina,Liechtenstein,UEFA Euro qualification,0,HOME,52.0,,48.0,1594.0,,94.0,26.9,,117800000.0,,,0.2,0.26666666666666666,5,8,-3,0.0,0.06666666666666667,2,15,-13,6,5,0,1,86,86,0
2019-09-05,Finland,Greece,UEFA Euro qualification,0,HOME,,,,,,,,28.51,,80000000.0,0.0,0.6,0.6,7,4,3,0.2,0.26666666666666666,7,10,-3,10,4,5,1,86,86,0
2019-09-05,Japan,Paraguay,Kirin Challenge Cup,0,HOME,18.0,64.0,46.0,1904.0,1833.0,71.0,26.4,28.3,223500000.0,123950000.0,1.8031464300121016,0.2,0.4,5,7,-2,0.2,0.4,5,4,1,9,3,2,4,73,70,0
2019-09-05,Bermuda,Panama,CONCACAF Nations League,0,AWAY,,53.0,-47.0,,1737.0,-237.0,,25.4,,5300000.0,0.0,0.6,0.6,8,5,3,0.4,0.4,6,7,-1,1,0,1,0,73,67,0
2019-09-05,Grenada,St. Kitts and Nevis,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,7,17,-10,0.6,0.6,15,6,9,9,4,3,2,165,9,0
2019-09-05,Faroe Islands,Sweden,UEFA Euro qualification,0,AWAY,,39.0,-61.0,,1719.0,-219.0,,27.1,,495980000.0,0.0,0.0,0.06666666666666667,4,13,-9,0.4,0.5333333333333333,10,9,1,3,0,2,1,87,87,0
2019-09-06,Martinique,Trinidad and Tobago,CONCACAF Nations League,0,DRAW,,,,,,,,24.6,,10100000.0,0.0,0.6,0.6,10,9,1,0.0,0.13333333333333333,1,10,-9,10,5,3,2,75,26,0
2019-09-06,Scotland,Russia,UEFA Euro qualification,0,AWAY,47.0,,,1767.0,,,29.1,28.84,211450000.0,161640000.0,1.3081539222964613,0.6,0.6,7,9,-2,0.6,0.6,15,5,10,7,1,3,3,87,87,0
2019-09-06,San Marino,Belgium,UEFA Euro qualification,0,AWAY,,9.0,-91.0,,1867.0,-367.0,,27.1,,442200000.0,0.0,0.0,0.0,0,22,-22,0.8,0.8,13,6,7,6,0,6,0,87,87,0
2019-09-06,Aruba,Guyana,CONCACAF Nations League,1,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,5,8,-3,0.2,0.26666666666666666,5,11,-6,1,0,1,0,168,72,0
2019-09-06,Slovakia,Croatia,UEFA Euro qualification,0,AWAY,,11.0,,,1930.0,,28.6,28.5,130050000.0,258500000.0,0.5030947775628627,0.6,0.6,12,4,8,0.4,0.4,7,8,-1,10,1,7,2,87,87,0
2019-09-06,Nicaragua,St. Vincent and the Grenadines,CONCACAF Nations League,0,DRAW,,,0.0,,,0.0,,,,,,0.0,0.0,1,14,-13,0.4,0.4666666666666667,6,6,0,3,1,1,1,74,7,0
2019-09-06,Bonaire,British Virgin Islands,CONCACAF Nations League,1,HOME,,,0.0,,,0.0,,,,,,0.2,0.2,4,18,-14,0.2,0.26666666666666666,7,16,-9,1,1,0,0,166,166,0
2019-09-06,Comoros,Togo,FIFA World Cup qualification,0,DRAW,,,,,,,,25.4,,29750000.0,0.0,0.4,0.4,6,7,-1,0.2,0.3333333333333333,4,7,-3,2,0,1,1,46,166,1
2019-09-06,Gambia,Angola,FIFA World Cup qualification,0,AWAY,,,,,,,,29.2,,52700000.0,0.0,0.4,0.5333333333333333,6,4,2,0.4,0.5333333333333333,4,2,2,2,0,0,2,86,66,1
2019-09-06,Jamaica,Antigua and Barbuda,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.5333333333333333,6,6,0,0.4,0.4,13,12,1,10,7,1,2,65,10,0
2019-09-06,Cyprus,Kazakhstan,UEFA Euro qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.2,6,7,-1,0.6,0.6,8,7,1,2,2,0,0,87,87,0
2019-09-06,Tunisia,Mauritania,Friendly,0,HOME,40.0,,60.0,1636.0,,136.0,28.8,,68450000.0,,,0.2,0.3333333333333333,4,3,1,0.2,0.3333333333333333,5,8,-3,10,7,0,3,51,66,0
2019-09-06,Austria,Latvia,UEFA Euro qualification,0,HOME,23.0,,77.0,1827.0,,327.0,28.0,,231900000.0,,,0.6,0.6,9,7,2,0.0,0.06666666666666667,1,13,-12,7,5,1,1,88,88,0
2019-09-06,Brazil,Colombia,Friendly,1,DRAW,6.0,13.0,7.0,1984.0,1975.0,9.0,27.8,29.3,932000000.0,285100000.0,3.26902841108383,0.6,0.7333333333333333,10,1,9,0.8,0.8666666666666667,7,0,7,10,4,1,5,61,70,0
2019-09-06,Côte d'Ivoire,Benin,Friendly,1,AWAY,33.0,,67.0,1676.0,,176.0,26.6,,370800000.0,,,0.6,0.6666666666666666,7,3,4,0.0,0.26666666666666666,3,4,-1,10,8,0,2,57,58,0
2019-09-06,Morocco,Burkina Faso,Friendly,0,DRAW,8.0,,92.0,1822.0,,322.0,27.4,,435550000.0,,,0.6,0.6666666666666666,6,4,2,0.4,0.5333333333333333,3,2,1,9,6,2,1,63,2,0
2019-09-06,Slovenia,Poland,UEFA Euro qualification,0,HOME,,,,,,,27.7,27.0,150600000.0,255600000.0,0.5892018779342723,0.2,0.4,8,4,4,0.8,0.8666666666666667,9,1,8,6,1,2,3,88,88,0
2019-09-06,Costa Rica,Uruguay,Friendly,0,AWAY,,17.0,,,1892.0,,27.2,26.6,18750000.0,419200000.0,0.044728053435114504,0.4,0.4666666666666667,8,5,3,0.6,0.7333333333333333,10,2,8,9,1,5,3,69,69,0
2019-09-06,Estonia,Belarus,UEFA Euro qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,2,12,-10,0.2,0.2,3,9,-6,6,4,2,0,87,87,0
2019-09-06,Germany,Netherlands,UEFA Euro qualification,0,AWAY,10.0,7.0,-3.0,1923.0,1961.0,-38.0,26.6,26.6,828000000.0,808000000.0,1.0247524752475248,0.6,0.7333333333333333,16,5,11,0.4,0.4666666666666667,11,7,4,10,3,3,4,87,89,0
2019-09-06,Wales,Azerbaijan,UEFA Euro qualification,0,HOME,,,,,,,26.4,,160150000.0,,,0.4,0.4,3,4,-1,0.0,0.06666666666666667,3,14,-11,6,5,0,1,87,87,0
2019-09-06,United States,Mexico,Friendly,0,AWAY,16.0,15.0,-1.0,1721.0,1860.0,-139.0,26.0,25.6,169700000.0,142100000.0,1.1942294159042928,0.6,0.6,5,4,1,0.8,0.8666666666666667,9,4,5,10,4,3,3,1,61,0
2019-09-07,Canada,Cuba,CONCACAF Nations League,0,HOME,30.0,,70.0,1784.0,,284.0,24.6,,21880000.0,,,0.6,0.6,18,7,11,0.2,0.2,6,19,-13,10,7,1,2,70,76,0
2019-09-07,Botswana,Malawi,FIFA World Cup qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,5,7,-2,0.4,0.6,7,5,2,10,4,1,5,91,92,1
2019-09-07,Guadeloupe,Sint Maarten,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,3,9,-6,0.2,0.26666666666666666,5,31,-26,0,0,0,0,168,168,0
2019-09-07,El Salvador,St. Lucia,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,2,6,-4,0.4,0.5333333333333333,7,4,3,0,0,0,0,74,169,0
2019-09-07,Montserrat,Dominican Republic,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,8,5,3,0.2,0.26666666666666666,4,8,-4,2,0,2,0,169,9,0
2019-09-07,Curaçao,Haiti,CONCACAF Nations League,0,HOME,81.0,83.0,2.0,1436.0,1532.0,-96.0,,27.6,,38750000.0,,0.2,0.26666666666666666,3,5,-2,0.8,0.8,9,5,4,10,0,7,3,69,67,0
2019-09-07,Turkey,Andorra,UEFA Euro qualification,0,HOME,42.0,,58.0,1902.0,,402.0,27.0,,508200000.0,,,0.8,0.8,11,3,8,0.0,0.06666666666666667,0,10,-10,2,2,0,0,88,88,0
2019-09-07,France,Albania,UEFA Euro qualification,0,HOME,1.0,,99.0,2081.0,,581.0,26.7,,1290000000.0,,,0.8,0.8,14,3,11,0.6,0.6,6,3,3,7,5,1,1,88,88,0
2019-09-07,Iceland,Moldova,UEFA Euro qualification,0,HOME,,,,,,,28.58,,75380000.0,,,0.6,0.6666666666666666,5,5,0,0.2,0.2,2,11,-9,0,0,0,0,88,88,0
2019-09-07,Serbia,Portugal,UEFA Euro qualification,0,AWAY,,5.0,,,1984.0,,26.9,27.1,294500000.0,841000000.0,0.3501783590963139,0.4,0.5333333333333333,10,9,1,0.4,0.6,6,3,3,10,2,5,3,89,90,0
2019-09-07,Lithuania,Ukraine,UEFA Euro qualification,0,AWAY,,,,,,,,26.6,,266700000.0,0.0,0.0,0.13333333333333333,4,11,-7,0.6,0.7333333333333333,8,1,7,9,2,6,1,89,89,0
2019-09-07,England,Bulgaria,UEFA Euro qualification,0,HOME,4.0,,96.0,2020.0,,520.0,26.8,,1300000000.0,,,0.6,0.6666666666666666,13,5,8,0.0,0.2,6,8,-2,10,6,0,4,90,89,0
2019-09-07,Kosovo,Czech Republic,UEFA Euro qualification,0,HOME,,41.0,-59.0,,1726.0,-226.0,,27.1,,115900000.0,0.0,0.4,0.6,11,6,5,0.6,0.6,7,9,-2,0,0,0,0,89,89,0
2019-09-07,Libya,Niger,Friendly,1,HOME,,,0.0,,,0.0,,,,,,0.2,0.2,11,11,0,0.2,0.26666666666666666,4,11,-7,5,2,0,3,3,168,0
2019-09-08,Tanzania,Burundi,FIFA World Cup qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,4,10,-6,0.0,0.06666666666666667,2,7,-5,10,4,3,3,4,4,1
2019-09-08,Lesotho,Ethiopia,FIFA World Cup qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.0,0.26666666666666666,3,4,-1,0.0,0.2,1,6,-5,3,0,2,1,4,4,1
2019-09-08,Equatorial Guinea,South Sudan,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,8,7,1,0.0,0.06666666666666667,3,13,-10,3,1,1,1,4,4,1
2019-09-08,Cayman Islands,Barbados,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,3,9,-6,0.6,0.6,10,4,6,1,0,1,0,3,3,0
2019-09-08,Saint Martin,United States,CONCACAF Nations League,1,AWAY,,16.0,-84.0,,1721.0,-221.0,,26.0,,169700000.0,0.0,0.0,0.0,8,27,-19,0.4,0.4,4,7,-3,1,0,0,1,3,2,0
2019-09-08,Suriname,Nicaragua,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,10,3,7,0.0,0.06666666666666667,2,14,-12,2,0,2,0,3,2,0
2019-09-08,St. Vincent and the Grenadines,Dominica,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.5333333333333333,5,4,1,0.4,0.4666666666666667,7,7,0,10,5,1,4,2,3,0
2019-09-08,St. Kitts and Nevis,French Guiana,CONCACAF Nations League,0,DRAW,,,0.0,,,0.0,,,,,,0.4,0.4,15,8,7,0.6,0.6,11,6,5,4,2,2,0,3,3,0
2019-09-08,Belize,Grenada,CONCACAF Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,4,6,-2,0.6,0.6,9,8,1,3,2,1,0,3,3,0
2019-09-08,Sierra Leone,Liberia,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,3,8,-5,0.4,0.4666666666666667,5,4,1,10,3,4,3,4,4,1
2019-09-08,Greece,Liechtenstein,UEFA Euro qualification,0,DRAW,,,,,,,28.51,,80000000.0,,,0.0,0.06666666666666667,5,11,-6,0.0,0.0,0,18,-18,4,4,0,0,3,3,0
2019-09-08,Finland,Italy,UEFA Euro qualification,0,AWAY,,,,,,,,27.9,,323000000.0,0.0,0.8,0.8,7,2,5,1.0,1.0,16,2,14,10,0,9,1,3,3,0
2019-09-08,Armenia,Bosnia and Herzegovina,UEFA Euro qualification,0,HOME,,52.0,-48.0,,1594.0,-94.0,,26.9,,117800000.0,0.0,0.4,0.4,8,9,-1,0.4,0.4666666666666667,10,7,3,3,0,3,0,3,3,0
2019-09-08,Sweden,Norway,UEFA Euro qualification,0,DRAW,39.0,44.0,5.0,1719.0,1912.0,-193.0,27.1,26.0,495980000.0,502900000.0,0.9862398091071783,0.6,0.6666666666666666,12,7,5,0.4,0.5333333333333333,10,7,3,10,2,2,6,3,3,0
2019-09-08,Spain,Faroe Islands,UEFA Euro qualification,1,HOME,2.0,,98.0,2165.0,,665.0,27.2,,1150000000.0,,,1.0,1.0,13,3,10,0.0,0.0,3,16,-13,3,3,0,0,3,3,0
2019-09-08,Romania,Malta,UEFA Euro qualification,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,12,7,5,0.2,0.2,2,12,-10,1,1,0,0,3,3,0
2019-09-08,Georgia,Denmark,UEFA Euro qualification,0,DRAW,,,,,,,,27.2,,353000000.0,0.0,0.2,0.26666666666666666,6,10,-4,0.4,0.6,17,7,10,4,0,3,1,3,3,0
2019-09-08,Switzerland,Gibraltar,UEFA Euro qualification,0,HOME,19.0,,81.0,1889.0,,389.0,27.5,,251000000.0,,,0.2,0.4,7,7,0,0.0,0.0,0,13,-13,0,0,0,0,3,3,0
2019-09-08,Kenya,Uganda,Friendly,0,DRAW,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,5,8,-3,0.4,0.4666666666666667,4,4,0,10,1,5,4,69,65,0
2019-09-08,Panama,Bermuda,CONCACAF Nations League,0,AWAY,53.0,,47.0,1737.0,,237.0,25.4,,5300000.0,,,0.6,0.6,10,5,5,0.4,0.4,6,8,-2,2,2,0,0,3,3,0
2019-09-09,Scotland,Belgium,UEFA Euro qualification,0,AWAY,47.0,9.0,-38.0,1767.0,1867.0,-100.0,29.1,27.1,211450000.0,442200000.0,0.47817729534147446,0.4,0.4,5,9,-4,1.0,1.0,15,1,14,10,1,7,2,3,3,0
2019-09-09,Russia,Kazakhstan,UEFA Euro qualification,0,HOME,,,,,,,28.84,,161640000.0,,,0.8,0.8,17,4,13,0.4,0.4666666666666667,8,8,0,3,2,0,1,3,3,0
2019-09-09,San Marino,Cyprus,UEFA Euro qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.0,0.0,0,24,-24,0.2,0.26666666666666666,7,6,1,5,0,5,0,3,3,0
2019-09-09,Bahamas,Bonaire,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,7,16,-9,0.4,0.4,7,16,-9,0,0,0,0,170,3,0
2019-09-09,Antigua and Barbuda,Aruba,CONCACAF Nations League,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,13,15,-2,0.2,0.26666666666666666,5,7,-2,3,3,0,0,3,3,0
2019-09-09,Latvia,North Macedonia,UEFA Euro qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.0,0.0,1,19,-18,0.2,0.3333333333333333,6,8,-2,2,0,2,0,3,4,0
2019-09-09,Trinidad and Tobago,Martinique,CONCACAF Nations League,0,DRAW,,,,,,,24.6,,10100000.0,,,0.0,0.13333333333333333,2,11,-9,0.4,0.4666666666666667,7,8,-1,10,3,4,3,3,3,0
2019-09-09,Slovenia,Israel,UEFA Euro qualification,0,HOME,,,,,,,27.7,,150600000.0,,,0.4,0.5333333333333333,9,3,6,0.4,0.5333333333333333,9,8,1,4,1,0,3,3,4,0
2019-09-09,Guyana,Jamaica,CONCACAF Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,4,10,-6,0.4,0.5333333333333333,9,4,5,7,2,3,2,3,3,0
2019-09-09,Hungary,Slovakia,UEFA Euro qualification,0,AWAY,,,,,,,,28.6,,130050000.0,0.0,0.6,0.6,7,6,1,0.6,0.6,12,7,5,5,0,3,2,4,3,0
2019-09-09,Azerbaijan,Croatia,UEFA Euro qualification,0,DRAW,,11.0,-89.0,,1930.0,-430.0,,28.5,,258500000.0,0.0,0.0,0.06666666666666667,4,12,-8,0.6,0.6,10,6,4,3,0,2,1,3,3,0
2019-09-09,Estonia,Netherlands,UEFA Euro qualification,0,AWAY,,7.0,-93.0,,1961.0,-461.0,,26.6,,808000000.0,0.0,0.2,0.2,3,14,-11,0.6,0.6,13,7,6,4,0,3,1,3,3,0
2019-09-09,Northern Ireland,Germany,UEFA Euro qualification,0,AWAY,,10.0,-90.0,,1923.0,-423.0,,26.6,,828000000.0,0.0,1.0,1.0,8,2,6,0.6,0.6666666666666666,16,7,9,10,0,7,3,4,3,0
2019-09-09,Wales,Belarus,Friendly,0,HOME,,,,,,,26.4,,160150000.0,,,0.6,0.6,5,4,1,0.2,0.2,3,10,-7,4,3,1,0,3,3,0
2019-09-09,Iraq,Uzbekistan,Friendly,1,DRAW,61.0,62.0,1.0,1607.0,1727.0,-120.0,28.2,25.6,10700000.0,14850000.0,0.7205387205387206,0.4,0.5333333333333333,5,4,1,0.4,0.4666666666666667,6,4,2,9,2,5,2,4,4,0
2019-09-09,Algeria,Benin,Friendly,0,HOME,36.0,,64.0,1743.0,,243.0,26.4,,229100000.0,,,0.8,0.8666666666666667,10,2,8,0.2,0.4,3,3,0,10,7,2,1,52,3,0
2019-09-09,Poland,Austria,UEFA Euro qualification,0,DRAW,,23.0,,,1827.0,,27.0,28.0,255600000.0,231900000.0,1.1021992238033635,0.8,0.8,8,2,6,0.6,0.6,13,6,7,9,5,3,1,3,3,0
2019-09-10,Myanmar,Japan,FIFA World Cup qualification,0,AWAY,,18.0,-82.0,,1904.0,-404.0,,26.4,,223500000.0,0.0,0.2,0.26666666666666666,3,8,-5,0.4,0.5333333333333333,7,7,0,10,1,6,3,5,5,1
2019-09-10,Mongolia,Tajikistan,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4,6,9,-3,0.6,0.6,7,4,3,0,0,0,0,5,5,1
2019-09-10,Qatar,India,FIFA World Cup qualification,0,DRAW,35.0,,65.0,1425.0,,-75.0,27.8,,18000000.0,,,0.2,0.26666666666666666,8,7,1,0.0,0.06666666666666667,6,13,-7,2,1,1,0,5,5,1
2019-09-10,Singapore,Palestine,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,8,11,-3,0.6,0.6666666666666666,8,5,3,4,2,1,1,5,5,1
2019-09-10,Cambodia,Bahrain,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,5,6,-1,0.6,0.7333333333333333,4,1,3,0,0,0,0,5,5,1
2019-09-10,Hong Kong,Iran,FIFA World Cup qualification,0,AWAY,,21.0,-79.0,,1760.0,-260.0,,29.2,,34250000.0,0.0,0.4,0.5333333333333333,8,5,3,0.6,0.6666666666666666,11,4,7,5,1,4,0,5,91,1
2019-09-10,Indonesia,Thailand,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,11,7,4,0.2,0.3333333333333333,4,7,-3,10,2,6,2,5,5,1
2019-09-10,Taiwan,Nepal,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,7,4,3,0.0,0.13333333333333333,1,11,-10,1,0,0,1,5,5,1
2019-09-10,Kuwait,Australia,FIFA World Cup qualification,0,AWAY,,26.0,-74.0,,1783.0,-283.0,,27.5,,32850000.0,0.0,0.6,0.6666666666666666,11,3,8,0.4,0.4666666666666667,6,4,2,10,3,5,2,5,95,1
2019-09-10,Yemen,Saudi Arabia,FIFA World Cup qualification,1,DRAW,,57.0,-43.0,,1568.0,-68.0,,27.1,,21800000.0,0.0,0.2,0.3333333333333333,6,7,-1,0.2,0.3333333333333333,5,8,-3,10,0,10,0,5,5,1
2019-09-10,Malaysia,United Arab Emirates,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.8,0.8,17,5,12,0.6,0.6666666666666666,11,6,5,9,2,7,0,5,10,1
2019-09-10,Guinea-Bissau,São Tomé and Príncipe,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,1,6,-5,0.0,0.0,3,10,-7,2,2,0,0,6,6,1
2019-09-10,Sri Lanka,North Korea,FIFA World Cup qualification,0,AWAY,,,,,,,,25.3,,6900000.0,0.0,0.2,0.26666666666666666,6,10,-4,0.8,0.8,11,7,4,2,0,2,0,5,5,1
2019-09-10,Angola,Gambia,FIFA World Cup qualification,0,HOME,,,,,,,29.2,,52700000.0,,,0.4,0.5333333333333333,4,2,2,0.4,0.4666666666666667,5,4,1,3,1,0,2,4,4,1
2019-09-10,Malawi,Botswana,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.4666666666666667,5,4,1,0.2,0.3333333333333333,4,5,-1,10,1,4,5,3,3,1
2019-09-10,Mozambique,Mauritius,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.4,5,5,0,0.2,0.4,4,4,0,8,5,1,2,6,6,1
2019-09-10,Namibia,Eritrea,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,6,7,-1,0.0,0.0,2,11,-9,1,1,0,0,6,6,1
2019-09-10,Rwanda,Seychelles,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,6,8,-2,0.0,0.13333333333333333,2,11,-9,1,1,0,0,5,5,1
2019-09-10,Sudan,Chad,FIFA World Cup qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.4,0.4,7,10,-3,0.4,0.4,4,9,-5,7,5,1,1,5,5,1
2019-09-10,Eswatini,Djibouti,FIFA World Cup qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,6,12,-6,0.4,0.4,4,15,-11,3,2,1,0,6,6,1
2019-09-10,Togo,Comoros,FIFA World Cup qualification,0,HOME,,,,,,,25.4,,29750000.0,,,0.2,0.3333333333333333,5,8,-3,0.4,0.4666666666666667,6,6,0,3,1,0,2,4,4,1
2019-09-10,Zimbabwe,Somalia,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,2,8,-6,0.2,0.2,1,13,-12,2,1,1,0,5,5,1
2019-09-10,Maldives,China PR,FIFA World Cup qualification,0,AWAY,,,,,,,,26.65,,,,0.2,0.2,2,13,-11,0.8,0.8,9,5,4,4,0,4,0,5,11,1
2019-09-10,Turkmenistan,South Korea,FIFA World Cup qualification,0,AWAY,,25.0,-75.0,,1752.0,-252.0,,27.5,,118800000.0,0.0,0.2,0.26666666666666666,5,10,-5,0.6,0.7333333333333333,7,4,3,3,1,2,0,5,5,1
2019-09-10,Guam,Philippines,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,6,6,0,0.0,0.0,3,14,-11,3,0,3,0,5,5,1
2019-09-10,Afghanistan,Bangladesh,FIFA World Cup qualification,1,HOME,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,4,12,-8,0.6,0.6666666666666666,3,2,1,5,1,1,3,5,91,1
2019-09-10,Puerto Rico,Guatemala,CONCACAF Nations League,0,AWAY,,,0.0,,,0.0,,,,,,0.0,0.0,0,9,-9,0.6,0.6666666666666666,12,2,10,1,0,1,0,5,5,0
2019-09-10,Argentina,Mexico,Friendly,1,HOME,3.0,15.0,12.0,2113.0,1860.0,253.0,27.9,25.6,575000000.0,142100000.0,4.046446164672766,0.6,0.6666666666666666,6,3,3,0.8,0.8666666666666667,9,3,6,10,6,1,3,5,4,0
2019-09-10,Brazil,Peru,Friendly,1,AWAY,6.0,,,1984.0,,,27.8,27.44,932000000.0,38480000.0,24.22037422037422,0.6,0.7333333333333333,12,3,9,0.2,0.26666666666666666,4,9,-5,10,7,1,2,4,5,0
2019-09-10,Colombia,Venezuela,Friendly,1,DRAW,13.0,,87.0,1975.0,,475.0,29.3,,285100000.0,,,0.6,0.7333333333333333,6,2,4,0.4,0.5333333333333333,6,3,3,10,4,4,2,4,74,0
2019-09-10,Ecuador,Bolivia,Friendly,0,HOME,24.0,,76.0,1933.0,,433.0,25.2,,349580000.0,,,0.2,0.26666666666666666,5,10,-5,0.0,0.0,2,12,-10,10,7,1,2,5,80,0
2019-09-10,Honduras,Chile,Friendly,0,HOME,,,,,,,28.59,28.0,21000000.0,139000000.0,0.1510791366906475,0.4,0.4,10,11,-1,0.0,0.13333333333333333,1,6,-5,7,2,5,0,5,5,0
2019-09-10,Côte d'Ivoire,Tunisia,Friendly,1,HOME,33.0,40.0,7.0,1676.0,1636.0,40.0,26.6,28.8,370800000.0,68450000.0,5.41709276844412,0.4,0.4666666666666667,7,5,2,0.4,0.4666666666666667,5,3,2,10,3,4,3,4,4,0
2019-09-10,Jordan,Paraguay,Friendly,0,AWAY,68.0,64.0,-4.0,1690.0,1833.0,-143.0,28.5,28.3,9300000.0,123950000.0,0.07503025413473174,0.6,0.6666666666666666,7,3,4,0.0,0.2,3,6,-3,0,0,0,0,5,5,0
2019-09-10,Morocco,Niger,Friendly,0,HOME,8.0,,92.0,1822.0,,322.0,27.4,,435550000.0,,,0.6,0.7333333333333333,5,2,3,0.2,0.26666666666666666,4,7,-3,6,5,1,0,4,3,0
2019-09-10,Oman,Lebanon,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,6,6,0,0.2,0.26666666666666666,3,6,-3,8,3,2,3,5,5,0
2019-09-10,Republic of Ireland,Bulgaria,Friendly,0,HOME,,,,,,,27.48,,,,,0.6,0.7333333333333333,6,2,4,0.0,0.13333333333333333,5,11,-6,10,3,3,4,5,3,0
