date,home_team,away_team,tournament,neutral,result,home_ranking,away_ranking,ranking_diff,home_elo,away_elo,elo_diff,home_squad_age,away_squad_age,home_market_value,away_market_value,market_value_ratio,home_form_win_rate,home_form_pts_rate,home_form_gf,home_form_ga,home_form_gd,away_form_win_rate,away_form_pts_rate,away_form_gf,away_form_ga,away_form_gd,h2h_matches,h2h_home_wins,h2h_away_wins,h2h_draws,home_days_rest,away_days_rest,is_world_cup
2015-01-11,Nigeria,Côte d'Ivoire,Friendly,1,AWAY,,33.0,,,1676.0,,25.96,26.6,134720000.0,370800000.0,0.36332254584681767,0.4,0.5333333333333333,7,4,3,0.2,0.3333333333333333,9,8,1,10,4,4,2,53,42,0
2015-01-11,Tunisia,Algeria,Friendly,0,DRAW,40.0,36.0,-4.0,1636.0,1743.0,-107.0,28.8,26.4,68450000.0,229100000.0,0.29877782627673505,0.6,0.7333333333333333,4,1,3,0.8,0.8,9,3,6,10,4,3,3,53,53,0
2015-01-11,Iran,Bahrain,AFC Asian Cup,1,HOME,21.0,,79.0,1760.0,,260.0,29.2,,34250000.0,,,0.4,0.4666666666666667,3,4,-1,0.4,0.5333333333333333,5,4,1,10,4,3,3,7,7,0
2015-01-11,United Arab Emirates,Qatar,AFC Asian Cup,1,HOME,,35.0,-65.0,,1425.0,75.0,,27.8,,18000000.0,0.0,0.6,0.6666666666666666,8,5,3,0.6,0.7333333333333333,10,4,6,10,4,2,4,12,11,0
2015-01-12,Jordan,Iraq,AFC Asian Cup,1,AWAY,68.0,61.0,-7.0,1690.0,1607.0,83.0,28.5,28.2,9300000.0,10700000.0,0.8691588785046729,0.0,0.0,1,6,-5,0.0,0.13333333333333333,1,5,-4,10,2,3,5,8,8,0
2015-01-12,Japan,Palestine,AFC Asian Cup,1,HOME,18.0,,82.0,1904.0,,404.0,26.4,,223500000.0,,,0.6,0.6666666666666666,11,7,4,0.4,0.4666666666666667,5,4,1,0,0,0,0,55,22,0
2015-01-13,Senegal,Guinea,Friendly,1,HOME,14.0,,86.0,1878.0,,378.0,27.4,,405900000.0,,,0.6,0.6666666666666666,5,1,4,0.4,0.4666666666666667,8,7,1,10,8,0,2,4,55,0
2015-01-13,Kuwait,South Korea,AFC Asian Cup,1,AWAY,,25.0,-75.0,,1752.0,-252.0,,27.5,,118800000.0,0.0,0.2,0.3333333333333333,5,12,-7,0.6,0.6,5,4,1,10,4,5,1,4,3,0
2015-01-13,Australia,Oman,AFC Asian Cup,0,HOME,26.0,,74.0,1783.0,,283.0,27.5,,32850000.0,,,0.4,0.4666666666666667,8,6,2,0.0,0.06666666666666667,4,11,-7,7,3,1,3,4,3,0
2015-01-13,Botswana,Burkina Faso,Friendly,1,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,1,7,-6,0.4,0.5333333333333333,8,5,3,1,1,0,0,55,3,0
2015-01-14,China PR,Uzbekistan,AFC Asian Cup,1,HOME,,62.0,,,1727.0,,26.65,25.6,,14850000.0,,0.4,0.6,6,2,4,0.8,0.8666666666666667,5,1,4,9,3,5,1,4,4,0
2015-01-14,North Korea,Saudi Arabia,AFC Asian Cup,1,AWAY,,57.0,,,1568.0,,25.3,27.1,6900000.0,21800000.0,0.3165137614678899,0.4,0.4666666666666667,10,8,2,0.2,0.2,5,11,-6,9,1,4,4,4,4,0
2015-01-14,Mali,South Africa,Friendly,1,AWAY,,60.0,-40.0,,1524.0,-24.0,,26.3,,44450000.0,0.0,0.4,0.4,6,6,0,0.6,0.7333333333333333,8,4,4,2,1,0,1,56,4,0
2015-01-15,Bahrain,United Arab Emirates,AFC Asian Cup,1,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,5,6,-1,0.8,0.8,10,4,6,10,4,5,1,4,4,0
2015-01-15,Qatar,Iran,AFC Asian Cup,1,AWAY,35.0,21.0,-14.0,1425.0,1760.0,-335.0,27.8,29.2,18000000.0,34250000.0,0.5255474452554745,0.6,0.6666666666666666,11,8,3,0.6,0.6,5,4,1,10,1,5,4,4,4,0
2015-01-15,Sweden,Côte d'Ivoire,Friendly,1,HOME,39.0,33.0,-6.0,1719.0,1676.0,43.0,27.1,26.6,495980000.0,370800000.0,1.3375943905070118,0.2,0.4,5,4,1,0.4,0.5333333333333333,7,4,3,1,0,1,0,58,4,0
2015-01-16,Iraq,Japan,AFC Asian Cup,1,AWAY,61.0,18.0,-43.0,1607.0,1904.0,-297.0,28.2,26.4,10700000.0,223500000.0,0.04787472035794183,0.2,0.3333333333333333,2,3,-1,0.8,0.8,13,5,8,8,2,4,2,4,4,0
2015-01-16,Canada,Iceland,Friendly,1,AWAY,30.0,,,1784.0,,,24.6,28.58,21880000.0,75380000.0,0.29026266914300874,0.0,0.2,2,5,-3,0.6,0.6,10,5,5,1,0,0,1,59,61,0
2015-01-16,Palestine,Jordan,AFC Asian Cup,1,AWAY,,68.0,-32.0,,1690.0,-190.0,,28.5,,9300000.0,0.0,0.2,0.26666666666666666,3,8,-5,0.0,0.0,1,6,-5,8,2,1,5,4,4,0
2015-01-17,Yemen,Nigeria,Friendly,1,AWAY,,,,,,,,25.96,,134720000.0,0.0,0.0,0.2,1,4,-3,0.4,0.4666666666666667,7,5,2,0,0,0,0,59,6,0
2015-01-17,Oman,Kuwait,AFC Asian Cup,1,HOME,,,0.0,,,0.0,,,,,,0.0,0.06666666666666667,3,12,-9,0.0,0.13333333333333333,4,13,-9,10,5,0,5,4,4,0
2015-01-17,Australia,South Korea,AFC Asian Cup,0,AWAY,26.0,25.0,-1.0,1783.0,1752.0,31.0,27.5,27.5,32850000.0,118800000.0,0.2765151515151515,0.4,0.4666666666666667,9,4,5,0.8,0.8,5,1,4,10,3,4,3,4,4,0
2015-01-17,Burkina Faso,Gabon,African Cup of Nations,1,AWAY,,,0.0,,,0.0,,,,,,0.6,0.7333333333333333,10,3,7,0.4,0.5333333333333333,7,4,3,10,1,3,6,4,8,0
2015-01-17,Equatorial Guinea,Congo,African Cup of Nations,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,7,7,0,0.2,0.26666666666666666,3,7,-4,5,0,5,0,180,7,0
2015-01-18,Uzbekistan,Saudi Arabia,AFC Asian Cup,1,HOME,62.0,57.0,-5.0,1727.0,1568.0,159.0,25.6,27.1,14850000.0,21800000.0,0.6811926605504587,0.6,0.6666666666666666,5,3,2,0.2,0.2,6,10,-4,9,3,5,1,4,4,0
2015-01-18,China PR,North Korea,AFC Asian Cup,1,HOME,,,,,,,26.65,25.3,,6900000.0,,0.6,0.7333333333333333,7,2,5,0.4,0.4,9,10,-1,10,6,0,4,4,4,0
2015-01-18,Tunisia,Cape Verde,African Cup of Nations,1,DRAW,40.0,70.0,30.0,1636.0,1549.0,87.0,28.8,29.2,68450000.0,31830000.0,2.150486961985548,0.4,0.6,4,2,2,0.6,0.6,7,6,1,2,2,0,0,7,8,0
2015-01-18,Zambia,Congo DR,African Cup of Nations,1,DRAW,,51.0,-49.0,,1655.0,-155.0,,28.1,,134050000.0,0.0,0.6,0.6666666666666666,6,2,4,0.4,0.4666666666666667,9,8,1,10,3,1,6,14,11,0
2015-01-19,Iran,United Arab Emirates,AFC Asian Cup,1,HOME,21.0,,79.0,1760.0,,260.0,29.2,,34250000.0,,,0.8,0.8,6,3,3,0.8,0.8,10,5,5,10,6,1,3,4,4,0
2015-01-19,Qatar,Bahrain,AFC Asian Cup,1,AWAY,35.0,,65.0,1425.0,,-75.0,27.8,,18000000.0,,,0.4,0.4666666666666667,8,8,0,0.4,0.4666666666666667,6,5,1,10,0,3,7,4,4,0
2015-01-19,Ghana,Senegal,African Cup of Nations,1,AWAY,65.0,14.0,-51.0,1503.0,1878.0,-375.0,25.1,27.4,164900000.0,405900000.0,0.40625769894062574,0.6,0.6666666666666666,10,6,4,0.8,0.8,10,3,7,10,4,2,4,61,6,0
2015-01-19,Finland,Sweden,Friendly,1,HOME,,39.0,-61.0,,1719.0,-219.0,,27.1,,495980000.0,0.0,0.2,0.26666666666666666,5,7,-2,0.4,0.5333333333333333,6,3,3,10,1,8,1,62,4,0
2015-01-19,Canada,Iceland,Friendly,1,DRAW,30.0,,,1784.0,,,24.6,28.58,21880000.0,75380000.0,0.29026266914300874,0.0,0.2,3,5,-2,0.6,0.6,9,6,3,2,0,1,1,3,3,0
2015-01-19,Algeria,South Africa,African Cup of Nations,1,HOME,36.0,60.0,24.0,1743.0,1524.0,219.0,26.4,26.3,229100000.0,44450000.0,5.154105736782902,0.6,0.6666666666666666,9,4,5,0.6,0.7333333333333333,9,3,6,3,0,1,2,8,5,0
2015-01-20,Iraq,Palestine,AFC Asian Cup,1,HOME,61.0,,39.0,1607.0,,107.0,28.2,,10700000.0,,,0.2,0.26666666666666666,1,3,-2,0.2,0.26666666666666666,4,11,-7,10,8,0,2,4,4,0
2015-01-20,Côte d'Ivoire,Guinea,African Cup of Nations,1,DRAW,33.0,,67.0,1676.0,,176.0,26.6,,370800000.0,,,0.4,0.4666666666666667,6,5,1,0.4,0.4666666666666667,10,10,0,10,7,1,2,5,7,0
2015-01-20,Japan,Jordan,AFC Asian Cup,1,HOME,18.0,68.0,50.0,1904.0,1690.0,214.0,26.4,28.5,223500000.0,9300000.0,24.032258064516128,0.8,0.8,13,5,8,0.2,0.2,6,6,0,5,1,1,3,4,4,0
2015-01-20,Mali,Cameroon,African Cup of Nations,1,DRAW,,,,,,,,26.3,,155000000.0,0.0,0.4,0.4,6,8,-2,0.4,0.6,5,2,3,8,0,5,3,6,10,0
2015-01-21,Equatorial Guinea,Burkina Faso,African Cup of Nations,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,7,7,0,0.6,0.6666666666666666,9,4,5,1,0,1,0,4,4,0
2015-01-21,Gabon,Congo,African Cup of Nations,1,AWAY,,,0.0,,,0.0,,,,,,0.4,0.5333333333333333,7,4,3,0.2,0.3333333333333333,4,6,-2,10,1,5,4,4,4,0
2015-01-22,Zambia,Tunisia,African Cup of Nations,1,AWAY,,40.0,-60.0,,1636.0,-136.0,,28.8,,68450000.0,0.0,0.4,0.5333333333333333,4,3,1,0.4,0.6,5,3,2,10,2,5,3,4,4,0
2015-01-22,Yemen,Finland,Friendly,1,DRAW,,,0.0,,,0.0,,,,,,0.0,0.13333333333333333,0,5,-5,0.2,0.26666666666666666,3,6,-3,0,0,0,0,5,3,0
2015-01-22,South Korea,Uzbekistan,AFC Asian Cup,1,HOME,25.0,62.0,37.0,1752.0,1727.0,25.0,27.5,25.6,118800000.0,14850000.0,8.0,0.8,0.8,5,1,4,0.6,0.6666666666666666,6,3,3,10,8,0,2,5,4,0
2015-01-22,Cape Verde,Congo DR,African Cup of Nations,1,DRAW,70.0,51.0,-19.0,1549.0,1655.0,-106.0,29.2,28.1,31830000.0,134050000.0,0.23744871316672883,0.6,0.6666666666666666,8,5,3,0.4,0.5333333333333333,9,7,2,2,0,1,1,4,4,0
2015-01-22,Australia,China PR,AFC Asian Cup,0,HOME,26.0,,,1783.0,,,27.5,26.65,32850000.0,,,0.4,0.4,9,5,4,0.8,0.8666666666666667,9,3,6,9,4,4,1,5,4,0
2015-01-23,Ghana,Algeria,African Cup of Nations,1,HOME,65.0,36.0,-29.0,1503.0,1743.0,-240.0,25.1,26.4,164900000.0,229100000.0,0.7197730248799651,0.4,0.4666666666666667,8,6,2,0.6,0.6666666666666666,10,5,5,9,4,3,2,4,4,0
2015-01-23,Iran,Iraq,AFC Asian Cup,1,DRAW,21.0,61.0,40.0,1760.0,1607.0,153.0,29.2,28.2,34250000.0,10700000.0,3.2009345794392523,1.0,1.0,6,0,6,0.4,0.4666666666666667,3,2,1,10,7,1,2,4,3,0
2015-01-23,Japan,United Arab Emirates,AFC Asian Cup,1,DRAW,18.0,,82.0,1904.0,,404.0,26.4,,223500000.0,,,1.0,1.0,15,1,14,0.8,0.8,8,3,5,10,3,2,5,3,4,0
2015-01-23,South Africa,Senegal,African Cup of Nations,1,DRAW,60.0,14.0,-46.0,1524.0,1878.0,-354.0,26.3,27.4,44450000.0,405900000.0,0.10950973146095097,0.6,0.6666666666666666,8,4,4,1.0,1.0,12,3,9,5,0,2,3,4,4,0
2015-01-24,Cameroon,Guinea,African Cup of Nations,1,DRAW,,,,,,,26.3,,155000000.0,,,0.2,0.4666666666666667,4,3,1,0.4,0.4666666666666667,10,10,0,10,6,0,4,4,4,0
2015-01-24,Côte d'Ivoire,Mali,African Cup of Nations,1,DRAW,33.0,,67.0,1676.0,,176.0,26.6,,370800000.0,,,0.2,0.3333333333333333,2,5,-3,0.2,0.26666666666666666,5,9,-4,10,8,0,2,4,4,0
2015-01-25,Congo,Burkina Faso,African Cup of Nations,1,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,5,6,-1,0.4,0.5333333333333333,8,4,4,7,3,3,1,4,4,0
2015-01-25,Equatorial Guinea,Gabon,African Cup of Nations,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,5,4,1,0.4,0.4666666666666667,6,4,2,8,1,6,1,4,4,0
2015-01-26,Congo DR,Tunisia,African Cup of Nations,1,DRAW,51.0,40.0,-11.0,1655.0,1636.0,19.0,28.1,28.8,134050000.0,68450000.0,1.9583637691745799,0.2,0.4,5,4,1,0.4,0.6,6,4,2,10,3,5,2,4,4,0
2015-01-26,South Korea,Iraq,AFC Asian Cup,1,HOME,25.0,61.0,36.0,1752.0,1607.0,145.0,27.5,28.2,118800000.0,10700000.0,11.102803738317757,1.0,1.0,7,0,7,0.4,0.4666666666666667,6,5,1,10,3,1,6,4,3,0
2015-01-26,Cape Verde,Zambia,African Cup of Nations,1,DRAW,70.0,,30.0,1549.0,,49.0,29.2,,31830000.0,,,0.4,0.5333333333333333,7,5,2,0.4,0.4666666666666667,4,4,0,2,1,1,0,4,4,0
2015-01-27,South Africa,Ghana,African Cup of Nations,1,AWAY,60.0,65.0,5.0,1524.0,1503.0,21.0,26.3,25.1,44450000.0,164900000.0,0.2695573074590661,0.4,0.5333333333333333,7,5,2,0.6,0.6,8,5,3,8,4,2,2,4,4,0
2015-01-27,Senegal,Algeria,African Cup of Nations,1,AWAY,14.0,36.0,22.0,1878.0,1743.0,135.0,27.4,26.4,405900000.0,229100000.0,1.7717154081187254,0.8,0.8666666666666667,12,4,8,0.4,0.4666666666666667,7,6,1,10,4,4,2,4,4,0
2015-01-27,Australia,United Arab Emirates,AFC Asian Cup,0,HOME,26.0,,74.0,1783.0,,283.0,27.5,,32850000.0,,,0.6,0.6,11,4,7,0.6,0.6666666666666666,8,4,4,2,0,0,2,5,4,0
2015-01-28,Cameroon,Côte d'Ivoire,African Cup of Nations,1,AWAY,,33.0,,,1676.0,,26.3,26.6,155000000.0,370800000.0,0.4180151024811219,0.0,0.3333333333333333,4,4,0,0.2,0.3333333333333333,3,6,-3,10,5,3,2,4,4,0
2015-01-28,Chile,United States,Friendly,0,HOME,,16.0,,,1721.0,,28.0,26.0,139000000.0,169700000.0,0.8190925162050677,0.4,0.5333333333333333,6,3,3,0.2,0.26666666666666666,5,9,-4,9,4,3,2,71,71,0
2015-01-28,Guinea,Mali,African Cup of Nations,1,DRAW,,,0.0,,,0.0,,,,,,0.4,0.5333333333333333,10,8,2,0.2,0.3333333333333333,4,7,-3,10,5,3,2,4,4,0
2015-01-30,Curaçao,Aruba,ABCS Tournament,1,DRAW,81.0,,19.0,1436.0,,-64.0,,,,,,0.2,0.2,6,11,-5,0.6,0.6666666666666666,12,4,8,10,7,2,1,76,180,0
2015-01-30,Iraq,United Arab Emirates,AFC Asian Cup,1,AWAY,61.0,,39.0,1607.0,,107.0,28.2,,10700000.0,,,0.4,0.4666666666666667,6,6,0,0.4,0.4666666666666667,7,6,1,10,3,2,5,4,3,0
2015-01-30,Suriname,Bonaire,ABCS Tournament,0,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,7,4,3,0.6,0.6,8,10,-2,4,3,1,0,147,145,0
2015-01-31,Congo,Congo DR,African Cup of Nations,1,AWAY,,51.0,-49.0,,1655.0,-155.0,,28.1,,134050000.0,0.0,0.6,0.6666666666666666,7,5,2,0.2,0.4666666666666667,6,4,2,10,2,5,3,6,5,0
2015-01-31,Equatorial Guinea,Tunisia,African Cup of Nations,0,HOME,,40.0,-60.0,,1636.0,-136.0,,28.8,,68450000.0,0.0,0.4,0.5333333333333333,6,2,4,0.4,0.6,7,5,2,2,0,1,1,6,5,0
2015-01-31,Australia,South Korea,AFC Asian Cup,0,HOME,26.0,25.0,-1.0,1783.0,1752.0,31.0,27.5,27.5,32850000.0,118800000.0,0.2765151515151515,0.8,0.8,12,2,10,1.0,1.0,7,0,7,10,3,5,2,4,5,0
2015-02-01,Curaçao,Bonaire,ABCS Tournament,1,HOME,81.0,,19.0,1436.0,,-64.0,,,,,,0.2,0.26666666666666666,6,10,-4,0.6,0.6,8,11,-3,2,1,1,0,2,2,0
2015-02-01,Ghana,Guinea,African Cup of Nations,1,HOME,65.0,,35.0,1503.0,,3.0,25.1,,164900000.0,,,0.6,0.6,7,5,2,0.2,0.4,7,8,-1,10,6,0,4,5,4,0
2015-02-01,Côte d'Ivoire,Algeria,African Cup of Nations,1,HOME,33.0,36.0,3.0,1676.0,1743.0,-67.0,26.6,26.4,370800000.0,229100000.0,1.618507202095155,0.4,0.5333333333333333,4,4,0,0.4,0.4666666666666667,6,5,1,10,3,3,4,4,5,0
2015-02-01,Suriname,Aruba,ABCS Tournament,0,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,7,3,4,0.6,0.6666666666666666,10,2,8,10,6,1,3,2,2,0
2015-02-02,Bangladesh,Sri Lanka,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.4,6,6,0,0.2,0.26666666666666666,3,10,-7,10,5,3,2,98,98,0
2015-02-04,Congo DR,Côte d'Ivoire,African Cup of Nations,1,AWAY,51.0,33.0,-18.0,1655.0,1676.0,-21.0,28.1,26.6,134050000.0,370800000.0,0.36151564185544766,0.2,0.4666666666666667,7,5,2,0.4,0.5333333333333333,6,5,1,10,5,2,3,4,3,0
2015-02-04,Honduras,Venezuela,Friendly,0,AWAY,,,,,,,28.59,,21000000.0,,,0.0,0.13333333333333333,2,12,-10,0.2,0.3333333333333333,9,11,-2,8,2,4,2,78,78,0
2015-02-05,Equatorial Guinea,Ghana,African Cup of Nations,0,AWAY,,65.0,-35.0,,1503.0,-3.0,,25.1,,164900000.0,0.0,0.6,0.7333333333333333,8,2,6,0.8,0.8,10,4,6,0,0,0,0,5,4,0
2015-02-06,Pakistan,Afghanistan,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.2,3,10,-7,0.2,0.4,4,4,0,5,3,2,0,117,180,0
2015-02-07,Equatorial Guinea,Congo DR,African Cup of Nations,0,DRAW,,51.0,-49.0,,1655.0,-155.0,,28.1,,134050000.0,0.0,0.4,0.5333333333333333,5,5,0,0.2,0.4,7,7,0,2,1,1,0,2,3,0
2015-02-08,United States,Panama,Friendly,0,HOME,16.0,53.0,37.0,1721.0,1737.0,-16.0,26.0,25.4,169700000.0,5300000.0,32.0188679245283,0.2,0.26666666666666666,6,10,-4,0.2,0.3333333333333333,6,6,0,10,8,1,1,11,82,0
2015-02-08,Côte d'Ivoire,Ghana,African Cup of Nations,1,DRAW,33.0,65.0,32.0,1676.0,1503.0,173.0,26.6,25.1,370800000.0,164900000.0,2.2486355366889024,0.6,0.7333333333333333,9,4,5,0.8,0.8,10,3,7,10,4,3,3,4,3,0
2015-02-18,Kazakhstan,Moldova,Friendly,1,DRAW,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,11,11,0,0.0,0.06666666666666667,2,7,-5,3,1,2,0,94,95,0
2015-03-08,Antigua and Barbuda,United States,Friendly,0,HOME,,16.0,-84.0,,1721.0,-221.0,,26.0,,169700000.0,0.0,0.2,0.26666666666666666,4,7,-3,0.2,0.26666666666666666,7,10,-3,4,2,2,0,112,28,0
2015-03-08,Bermuda,Grenada,Friendly,0,HOME,,,0.0,,,0.0,,,,,,1.0,1.0,28,0,28,0.2,0.3333333333333333,9,9,0,0,0,0,0,180,180,0
2015-03-12,Cambodia,Macau,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,6,10,-4,0.2,0.3333333333333333,6,8,-2,4,3,1,0,115,149,1
2015-03-12,East Timor,Mongolia,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,6,8,-2,0.2,0.2,6,9,-3,0,0,0,0,145,180,1
2015-03-12,India,Nepal,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.5333333333333333,8,6,2,0.0,0.0,0,10,-10,10,7,1,2,157,132,1
2015-03-12,Sri Lanka,Bhutan,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,3,7,-4,0.0,0.0,5,29,-24,5,5,0,0,38,180,1
2015-03-12,Yemen,Pakistan,FIFA World Cup qualification,1,HOME,,,0.0,,,0.0,,,,,,0.0,0.2,0,3,-3,0.2,0.2,2,11,-9,3,2,1,0,49,34,1
2015-03-12,Taiwan,Brunei,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.2,7,16,-9,0.2,0.2,7,13,-6,0,0,0,0,180,143,1
2015-03-15,Antigua and Barbuda,Dominica,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,6,6,0,0.2,0.26666666666666666,5,12,-7,10,4,2,4,7,180,0
2015-03-17,Nepal,India,FIFA World Cup qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.0,0.0,0,11,-11,0.4,0.5333333333333333,9,6,3,10,1,7,2,5,5,1
2015-03-17,Mongolia,East Timor,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,9,8,1,0.2,0.26666666666666666,6,10,-4,1,1,0,0,5,5,1
2015-03-17,Bhutan,Sri Lanka,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.2,5,21,-16,0.0,0.06666666666666667,1,7,-6,6,1,5,0,5,5,1
2015-03-17,Brunei,Taiwan,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.2,6,12,-6,0.2,0.2,6,15,-9,1,1,0,0,5,5,1
2015-03-17,Macau,Cambodia,FIFA World Cup qualification,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,6,9,-3,0.4,0.4,6,8,-2,5,1,4,0,5,5,1
2015-03-22,Antigua and Barbuda,British Virgin Islands,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,5,5,0,0.0,0.0,2,26,-24,4,2,0,2,7,180,0
2015-03-22,Barbados,United States,FIFA World Cup qualification,0,AWAY,,16.0,-84.0,,1721.0,-221.0,,26.0,,169700000.0,0.0,0.6,0.6,9,7,2,0.2,0.2,6,11,-5,4,0,4,0,161,14,1
2015-03-23,Nicaragua,Anguilla,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.0,0.0,1,12,-11,0.0,0.0,1,23,-22,0,0,0,0,125,180,1
2015-03-23,Pakistan,Yemen,FIFA World Cup qualification,1,DRAW,,,0.0,,,0.0,,,,,,0.2,0.2,3,13,-10,0.2,0.3333333333333333,3,4,-1,4,1,3,0,11,11,1
2015-03-23,St. Kitts and Nevis,Turks and Caicos Islands,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,9,7,2,0.2,0.2,2,17,-15,2,2,0,0,162,180,1
2015-03-25,Nigeria,Uganda,Friendly,0,AWAY,,,,,,,25.96,,134720000.0,,,0.6,0.6666666666666666,9,4,5,0.4,0.4,4,4,0,7,3,3,1,67,126,0
2015-03-25,Scotland,Northern Ireland,Friendly,0,HOME,47.0,,53.0,1767.0,,267.0,29.1,,211450000.0,,,0.4,0.4666666666666667,6,7,-1,0.6,0.6,6,4,2,10,3,2,5,127,131,0
2015-03-25,French Guiana,Honduras,Gold Cup qualification,0,HOME,,,,,,,,28.59,,21000000.0,0.0,0.4,0.4666666666666667,10,8,2,0.0,0.13333333333333333,3,13,-10,0,0,0,0,130,49,0
2015-03-25,Bahamas,Bermuda,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4666666666666667,12,15,-3,1.0,1.0,22,0,22,2,0,2,0,180,17,1
2015-03-25,Mauritius,Burundi,Friendly,0,DRAW,,,0.0,,,0.0,,,,,,0.2,0.2,5,8,-3,0.4,0.5333333333333333,5,1,4,0,0,0,0,180,180,0
2015-03-25,Eswatini,South Africa,Friendly,0,AWAY,,60.0,-40.0,,1524.0,-24.0,,26.3,,44450000.0,0.0,0.0,0.13333333333333333,3,10,-7,0.2,0.3333333333333333,7,7,0,4,0,4,0,74,57,0
2015-03-25,Indonesia,Cameroon,Friendly,0,AWAY,,,,,,,,26.3,,155000000.0,0.0,0.4,0.4666666666666667,8,9,-1,0.0,0.26666666666666666,4,5,-1,1,0,0,1,117,56,0
2015-03-25,Botswana,Lesotho,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.0,0.06666666666666667,0,9,-9,0.0,0.13333333333333333,3,10,-7,10,4,0,6,71,126,0
2015-03-25,Georgia,Malta,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.2,4,8,-4,0.0,0.06666666666666667,1,8,-7,7,4,1,2,131,129,0
2015-03-25,Gabon,Mali,Friendly,1,HOME,,,0.0,,,0.0,,,,,,0.4,0.4,6,6,0,0.2,0.4,5,6,-1,7,3,1,3,59,56,0
2015-03-25,Dominican Republic,Cuba,Friendly,0,AWAY,,,0.0,,,0.0,,,,,,0.4,0.4,7,15,-8,0.2,0.26666666666666666,5,10,-5,3,1,2,0,164,127,0
2015-03-25,Denmark,United States,Friendly,0,HOME,,16.0,,,1721.0,,27.2,26.0,353000000.0,169700000.0,2.0801414260459636,0.4,0.4666666666666667,6,6,0,0.4,0.4,6,9,-3,2,1,0,1,127,3,0
2015-03-25,Germany,Australia,Friendly,0,DRAW,10.0,26.0,16.0,1923.0,1783.0,140.0,26.6,27.5,828000000.0,32850000.0,25.205479452054796,0.6,0.6666666666666666,8,4,4,0.8,0.8,10,2,8,4,3,1,0,127,53,0
2015-03-26,Turks and Caicos Islands,St. Kitts and Nevis,FIFA World Cup qualification,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.2,4,19,-15,0.6,0.6666666666666666,15,6,9,3,0,3,0,3,3,1
2015-03-26,Dominica,British Virgin Islands,FIFA World Cup qualification,0,HOME,,,0.0,,,0.0,,,,,,0.0,0.06666666666666667,4,13,-9,0.0,0.0,2,20,-18,6,6,0,0,11,4,1
2015-03-26,United States,Barbados,FIFA World Cup qualification,0,AWAY,16.0,,84.0,1721.0,,221.0,26.0,,169700000.0,,,0.4,0.4,7,8,-1,0.6,0.6,9,7,2,5,5,0,0,1,4,1
2015-03-26,Thailand,Singapore,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.6,0.6666666666666666,9,3,6,0.6,0.6,12,9,3,10,5,3,2,96,117,0
2015-03-26,Qatar,Algeria,Friendly,0,HOME,35.0,36.0,1.0,1425.0,1743.0,-318.0,27.8,26.4,18000000.0,229100000.0,0.0785683107813182,0.2,0.26666666666666666,7,9,-2,0.4,0.4666666666666667,7,6,1,3,0,2,1,66,53,0
2015-03-26,Maldives,Tajikistan,Friendly,0,AWAY,,,0.0,,,0.0,,,,,,0.2,0.3333333333333333,7,7,0,0.4,0.4,11,12,-1,2,0,1,1,180,180,0
2015-03-26,Oman,Malaysia,Friendly,0,HOME,,,0.0,,,0.0,,,,,,0.2,0.26666666666666666,4,11,-7,0.6,0.6,11,9,2,3,2,1,0,68,96,0
